symbol,date,close,open,high,low,volume,adjclose
^GSPC,1942-01-02,8.890000343322754,8.890000343322754,8.890000343322754,8.890000343322754,0,8.890000343322754
^GSPC,1942-01-05,9.09000015258789,9.09000015258789,9.09000015258789,9.09000015258789,0,9.09000015258789
^GSPC,1942-01-06,9.050000190734863,9.050000190734863,9.050000190734863,9.050000190734863,0,9.050000190734863
^GSPC,1942-01-07,9.0,9.0,9.0,9.0,0,9.0
^GSPC,1942-01-08,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,0,8.880000114440918
^GSPC,1942-01-09,8.850000381469727,8.850000381469727,8.850000381469727,8.850000381469727,0,8.850000381469727
^GSPC,1942-01-12,8.84000015258789,8.84000015258789,8.84000015258789,8.84000015258789,0,8.84000015258789
^GSPC,1942-01-13,9.020000457763672,9.020000457763672,9.020000457763672,9.020000457763672,0,9.020000457763672
^GSPC,1942-01-14,9.020000457763672,9.020000457763672,9.020000457763672,9.020000457763672,0,9.020000457763672
^GSPC,1942-01-15,9.039999961853027,9.039999961853027,9.039999961853027,9.039999961853027,0,9.039999961853027
^GSPC,1942-01-16,8.960000038146973,8.960000038146973,8.960000038146973,8.960000038146973,0,8.960000038146973
^GSPC,1942-01-19,8.960000038146973,8.960000038146973,8.960000038146973,8.960000038146973,0,8.960000038146973
^GSPC,1942-01-20,8.9399995803833,8.9399995803833,8.9399995803833,8.9399995803833,0,8.9399995803833
^GSPC,1942-01-21,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,0,8.8100004196167
^GSPC,1942-01-22,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,0,8.8100004196167
^GSPC,1942-01-23,8.84000015258789,8.84000015258789,8.84000015258789,8.84000015258789,0,8.84000015258789
^GSPC,1942-01-26,8.970000267028809,8.970000267028809,8.970000267028809,8.970000267028809,0,8.970000267028809
^GSPC,1942-01-27,8.989999771118164,8.989999771118164,8.989999771118164,8.989999771118164,0,8.989999771118164
^GSPC,1942-01-28,8.930000305175781,8.930000305175781,8.930000305175781,8.930000305175781,0,8.930000305175781
^GSPC,1942-01-29,8.90999984741211,8.90999984741211,8.90999984741211,8.90999984741211,0,8.90999984741211
^GSPC,1942-01-30,8.850000381469727,8.850000381469727,8.850000381469727,8.850000381469727,0,8.850000381469727
^GSPC,1942-02-02,8.84000015258789,8.84000015258789,8.84000015258789,8.84000015258789,0,8.84000015258789
^GSPC,1942-02-03,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,0,8.899999618530273
^GSPC,1942-02-04,8.970000267028809,8.970000267028809,8.970000267028809,8.970000267028809,0,8.970000267028809
^GSPC,1942-02-05,8.949999809265137,8.949999809265137,8.949999809265137,8.949999809265137,0,8.949999809265137
^GSPC,1942-02-06,8.850000381469727,8.850000381469727,8.850000381469727,8.850000381469727,0,8.850000381469727
^GSPC,1942-02-09,8.739999771118164,8.739999771118164,8.739999771118164,8.739999771118164,0,8.739999771118164
^GSPC,1942-02-10,8.619999885559082,8.619999885559082,8.619999885559082,8.619999885559082,0,8.619999885559082
^GSPC,1942-02-11,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,0,8.600000381469727
^GSPC,1942-02-13,8.619999885559082,8.619999885559082,8.619999885559082,8.619999885559082,0,8.619999885559082
^GSPC,1942-02-16,8.649999618530273,8.649999618530273,8.649999618530273,8.649999618530273,0,8.649999618530273
^GSPC,1942-02-17,8.489999771118164,8.489999771118164,8.489999771118164,8.489999771118164,0,8.489999771118164
^GSPC,1942-02-18,8.479999542236328,8.479999542236328,8.479999542236328,8.479999542236328,0,8.479999542236328
^GSPC,1942-02-19,8.5,8.5,8.5,8.5,0,8.5
^GSPC,1942-02-20,8.470000267028809,8.470000267028809,8.470000267028809,8.470000267028809,0,8.470000267028809
^GSPC,1942-02-24,8.520000457763672,8.520000457763672,8.520000457763672,8.520000457763672,0,8.520000457763672
^GSPC,1942-02-25,8.460000038146973,8.460000038146973,8.460000038146973,8.460000038146973,0,8.460000038146973
^GSPC,1942-02-26,8.520000457763672,8.520000457763672,8.520000457763672,8.520000457763672,0,8.520000457763672
^GSPC,1942-02-27,8.59000015258789,8.59000015258789,8.59000015258789,8.59000015258789,0,8.59000015258789
^GSPC,1942-03-02,8.470000267028809,8.470000267028809,8.470000267028809,8.470000267028809,0,8.470000267028809
^GSPC,1942-03-03,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,0,8.600000381469727
^GSPC,1942-03-04,8.510000228881836,8.510000228881836,8.510000228881836,8.510000228881836,0,8.510000228881836
^GSPC,1942-03-05,8.380000114440918,8.380000114440918,8.380000114440918,8.380000114440918,0,8.380000114440918
^GSPC,1942-03-06,8.15999984741211,8.15999984741211,8.15999984741211,8.15999984741211,0,8.15999984741211
^GSPC,1942-03-09,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0,8.199999809265137
^GSPC,1942-03-10,8.140000343322754,8.140000343322754,8.140000343322754,8.140000343322754,0,8.140000343322754
^GSPC,1942-03-11,7.980000019073486,7.980000019073486,7.980000019073486,7.980000019073486,0,7.980000019073486
^GSPC,1942-03-12,7.980000019073486,7.980000019073486,7.980000019073486,7.980000019073486,0,7.980000019073486
^GSPC,1942-03-13,8.029999732971191,8.029999732971191,8.029999732971191,8.029999732971191,0,8.029999732971191
^GSPC,1942-03-16,8.119999885559082,8.119999885559082,8.119999885559082,8.119999885559082,0,8.119999885559082
^GSPC,1942-03-17,8.289999961853027,8.289999961853027,8.289999961853027,8.289999961853027,0,8.289999961853027
^GSPC,1942-03-18,8.210000038146973,8.210000038146973,8.210000038146973,8.210000038146973,0,8.210000038146973
^GSPC,1942-03-19,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0,8.199999809265137
^GSPC,1942-03-20,8.109999656677246,8.109999656677246,8.109999656677246,8.109999656677246,0,8.109999656677246
^GSPC,1942-03-23,8.149999618530273,8.149999618530273,8.149999618530273,8.149999618530273,0,8.149999618530273
^GSPC,1942-03-24,8.220000267028809,8.220000267028809,8.220000267028809,8.220000267028809,0,8.220000267028809
^GSPC,1942-03-25,8.15999984741211,8.15999984741211,8.15999984741211,8.15999984741211,0,8.15999984741211
^GSPC,1942-03-26,8.130000114440918,8.130000114440918,8.130000114440918,8.130000114440918,0,8.130000114440918
