,symbol,close,open,high,low,volume,adjclose
2000-01-26,^GSPC,1404.0899658203125,1410.030029296875,1412.72998046875,1400.1600341796875,1117300000.0,1404.0899658203125
2000-01-27,^GSPC,1398.56005859375,1404.0899658203125,1418.8599853515625,1370.989990234375,1129500000.0,1398.56005859375
2000-01-28,^GSPC,1360.1600341796875,1398.56005859375,1398.56005859375,1356.199951171875,1095800000.0,1360.1600341796875
2000-01-31,^GSPC,1394.4599609375,1360.1600341796875,1394.47998046875,1350.1400146484375,993800000.0,1394.4599609375
2000-02-01,^GSPC,1409.280029296875,1394.4599609375,1412.489990234375,1384.7900390625,981000000.0,1409.280029296875
2000-02-02,^GSPC,1409.1199951171875,1409.280029296875,1420.6099853515625,1403.489990234375,1038600000.0,1409.1199951171875
2000-02-03,^GSPC,1424.969970703125,1409.1199951171875,1425.780029296875,1398.52001953125,1146500000.0,1424.969970703125
2000-02-04,^GSPC,1424.3699951171875,1424.969970703125,1435.9100341796875,1420.6300048828125,1045100000.0,1424.3699951171875
2000-02-07,^GSPC,1424.239990234375,1424.3699951171875,1427.1500244140625,1413.3299560546875,918100000.0,1424.239990234375
2000-02-08,^GSPC,1441.719970703125,1424.239990234375,1441.8299560546875,1424.239990234375,1047700000.0,1441.719970703125
2000-02-09,^GSPC,1411.7099609375,1441.719970703125,1444.550048828125,1411.6500244140625,1050500000.0,1411.7099609375
2000-02-10,^GSPC,1416.8299560546875,1411.699951171875,1422.0999755859375,1406.4300537109375,1058800000.0,1416.8299560546875
2000-02-11,^GSPC,1387.1199951171875,1416.8299560546875,1416.8299560546875,1378.8900146484375,1025700000.0,1387.1199951171875
2000-02-14,^GSPC,1389.93994140625,1387.1199951171875,1394.9300537109375,1380.530029296875,927300000.0,1389.93994140625
2000-02-15,^GSPC,1402.050048828125,1389.93994140625,1407.719970703125,1376.25,1092100000.0,1402.050048828125
2000-02-16,^GSPC,1387.6700439453125,1402.050048828125,1404.550048828125,1385.5799560546875,1018800000.0,1387.6700439453125
2000-02-17,^GSPC,1388.260009765625,1387.6700439453125,1399.8800048828125,1380.0699462890625,1034800000.0,1388.260009765625
2000-02-18,^GSPC,1346.0899658203125,1388.260009765625,1388.5899658203125,1345.3199462890625,1042300000.0,1346.0899658203125
2000-02-21,,1349.1300048828125,,,,,
2000-02-22,^GSPC,1352.1700439453125,1346.0899658203125,1358.1099853515625,1331.8800048828125,980000000.0,1352.1700439453125
2000-02-23,^GSPC,1360.68994140625,1352.1700439453125,1370.1099853515625,1342.43994140625,993700000.0,1360.68994140625
2000-02-24,^GSPC,1353.4300537109375,1360.68994140625,1364.800048828125,1329.8800048828125,1215000000.0,1353.4300537109375
2000-02-25,^GSPC,1333.3599853515625,1353.4300537109375,1362.1400146484375,1329.1500244140625,1065200000.0,1333.3599853515625
2000-02-28,^GSPC,1348.050048828125,1333.3599853515625,1360.8199462890625,1325.0699462890625,1026500000.0,1348.050048828125
2000-02-29,^GSPC,1366.4200439453125,1348.050048828125,1369.6300048828125,1348.050048828125,1204300000.0,1366.4200439453125
2000-03-01,^GSPC,1379.18994140625,1366.4200439453125,1383.4599609375,1366.4200439453125,1274100000.0,1379.18994140625
2000-03-02,^GSPC,1381.760009765625,1379.18994140625,1386.56005859375,1370.3499755859375,1198600000.0,1381.760009765625
2000-03-03,^GSPC,1409.1700439453125,1381.760009765625,1410.8800048828125,1381.760009765625,1150300000.0,1409.1700439453125
2000-03-06,^GSPC,1391.280029296875,1409.1700439453125,1409.739990234375,1384.75,1029000000.0,1391.280029296875
2000-03-07,^GSPC,1355.6199951171875,1391.280029296875,1399.2099609375,1349.989990234375,1314100000.0,1355.6199951171875
2000-03-08,^GSPC,1366.699951171875,1355.6199951171875,1373.7900390625,1346.6199951171875,1203000000.0,1366.699951171875
2000-03-09,^GSPC,1401.68994140625,1366.699951171875,1401.8199462890625,1357.8800048828125,1123000000.0,1401.68994140625
2000-03-10,^GSPC,1395.0699462890625,1401.68994140625,1413.4599609375,1392.0699462890625,1138800000.0,1395.0699462890625
2000-03-13,^GSPC,1383.6199951171875,1395.0699462890625,1398.3900146484375,1364.8399658203125,1016100000.0,1383.6199951171875
2000-03-14,^GSPC,1359.1500244140625,1383.6199951171875,1395.1500244140625,1359.1500244140625,1094000000.0,1359.1500244140625
2000-03-15,^GSPC,1392.1400146484375,1359.1500244140625,1397.989990234375,1356.989990234375,1302800000.0,1392.1400146484375
2000-03-16,^GSPC,1458.469970703125,1392.1500244140625,1458.469970703125,1392.1500244140625,1482300000.0,1458.469970703125
2000-03-17,^GSPC,1464.469970703125,1458.469970703125,1477.3299560546875,1453.3199462890625,1295100000.0,1464.469970703125
2000-03-20,^GSPC,1456.6300048828125,1464.469970703125,1470.300048828125,1448.489990234375,920800000.0,1456.6300048828125
2000-03-21,^GSPC,1493.8699951171875,1456.6300048828125,1493.9200439453125,1446.06005859375,1065900000.0,1493.8699951171875
2000-03-22,^GSPC,1500.6400146484375,1493.8699951171875,1505.0799560546875,1487.3299560546875,1075000000.0,1500.6400146484375
2000-03-23,^GSPC,1527.3499755859375,1500.6400146484375,1532.5,1492.3900146484375,1078300000.0,1527.3499755859375
2000-03-24,^GSPC,1527.4599609375,1527.3499755859375,1552.8699951171875,1516.8299560546875,1052200000.0,1527.4599609375
2000-03-27,^GSPC,1523.8599853515625,1527.4599609375,1534.6300048828125,1518.4599609375,901000000.0,1523.8599853515625
2000-03-28,^GSPC,1507.72998046875,1523.8599853515625,1527.3599853515625,1507.0899658203125,959100000.0,1507.72998046875
2000-03-29,^GSPC,1508.52001953125,1507.72998046875,1521.449951171875,1497.449951171875,1061900000.0,1508.52001953125
2000-03-30,^GSPC,1487.9200439453125,1508.52001953125,1517.3800048828125,1474.6300048828125,1193400000.0,1487.9200439453125
2000-03-31,^GSPC,1498.5799560546875,1487.9200439453125,1519.81005859375,1484.3800048828125,1227400000.0,1498.5799560546875
2000-04-03,^GSPC,1505.969970703125,1498.5799560546875,1507.18994140625,1486.9599609375,1021700000.0,1505.969970703125
2000-04-04,^GSPC,1494.72998046875,1505.97998046875,1526.449951171875,1416.4100341796875,1515460000.0,1494.72998046875
2000-04-05,^GSPC,1487.3699951171875,1494.72998046875,1506.550048828125,1478.050048828125,1110300000.0,1487.3699951171875
2000-04-06,^GSPC,1501.3399658203125,1487.3699951171875,1511.760009765625,1487.3699951171875,1008000000.0,1501.3399658203125
2000-04-07,^GSPC,1516.3499755859375,1501.3399658203125,1518.6800537109375,1501.3399658203125,891600000.0,1516.3499755859375
2000-04-10,^GSPC,1504.4599609375,1516.3499755859375,1527.18994140625,1503.3499755859375,853700000.0,1504.4599609375
2000-04-11,^GSPC,1500.5899658203125,1504.4599609375,1512.800048828125,1486.780029296875,971400000.0,1500.5899658203125
2000-04-12,^GSPC,1467.1700439453125,1500.5899658203125,1509.0799560546875,1466.1500244140625,1175900000.0,1467.1700439453125
2000-04-13,^GSPC,1440.510009765625,1467.1700439453125,1477.52001953125,1439.3399658203125,1032000000.0,1440.510009765625
2000-04-14,^GSPC,1356.56005859375,1440.510009765625,1440.510009765625,1339.4000244140625,1279700000.0,1356.56005859375
2000-04-17,^GSPC,1401.43994140625,1356.56005859375,1401.530029296875,1346.5,1204700000.0,1401.43994140625
2000-04-18,^GSPC,1441.6099853515625,1401.43994140625,1441.6099853515625,1397.81005859375,1109400000.0,1441.6099853515625
2000-04-19,^GSPC,1427.469970703125,1441.6099853515625,1447.68994140625,1424.260009765625,1001400000.0,1427.469970703125
2000-04-20,^GSPC,1434.5400390625,1427.469970703125,1435.489990234375,1422.0799560546875,896200000.0,1434.5400390625
2000-04-21,,1432.2000122070312,,,,,
2000-04-24,^GSPC,1429.8599853515625,1434.5400390625,1434.5400390625,1407.1300048828125,868700000.0,1429.8599853515625
2000-04-25,^GSPC,1477.43994140625,1429.8599853515625,1477.6700439453125,1429.8599853515625,1071100000.0,1477.43994140625
2000-04-26,^GSPC,1460.989990234375,1477.43994140625,1482.93994140625,1456.97998046875,999600000.0,1460.989990234375
2000-04-27,^GSPC,1464.9200439453125,1460.989990234375,1469.2099609375,1434.81005859375,1111000000.0,1464.9200439453125
2000-04-28,^GSPC,1452.4300537109375,1464.9200439453125,1473.6199951171875,1448.1500244140625,984600000.0,1452.4300537109375
2000-05-01,^GSPC,1468.25,1452.4300537109375,1481.510009765625,1452.4300537109375,966300000.0,1468.25
2000-05-02,^GSPC,1446.2900390625,1468.25,1468.25,1445.219970703125,1011500000.0,1446.2900390625
2000-05-03,^GSPC,1415.0999755859375,1446.2900390625,1446.2900390625,1398.3599853515625,991600000.0,1415.0999755859375
2000-05-04,^GSPC,1409.5699462890625,1415.0999755859375,1420.989990234375,1404.93994140625,925800000.0,1409.5699462890625
2000-05-05,^GSPC,1432.6300048828125,1409.5699462890625,1436.030029296875,1405.0799560546875,805500000.0,1432.6300048828125
2000-05-08,^GSPC,1424.1700439453125,1432.6300048828125,1432.6300048828125,1417.050048828125,787600000.0,1424.1700439453125
2000-05-09,^GSPC,1412.1400146484375,1424.1700439453125,1430.280029296875,1401.8499755859375,896600000.0,1412.1400146484375
2000-05-10,^GSPC,1383.050048828125,1412.1400146484375,1412.1400146484375,1375.1400146484375,1006400000.0,1383.050048828125
2000-05-11,^GSPC,1407.81005859375,1383.050048828125,1410.260009765625,1383.050048828125,953600000.0,1407.81005859375
2000-05-12,^GSPC,1420.9599609375,1407.81005859375,1430.1300048828125,1407.81005859375,858200000.0,1420.9599609375
2000-05-15,^GSPC,1452.3599853515625,1420.9599609375,1452.3900146484375,1416.5400390625,854600000.0,1452.3599853515625
2000-05-16,^GSPC,1466.0400390625,1452.3599853515625,1470.4000244140625,1450.760009765625,955500000.0,1466.0400390625
2000-05-17,^GSPC,1447.800048828125,1466.0400390625,1466.0400390625,1441.6700439453125,820500000.0,1447.800048828125
2000-05-18,^GSPC,1437.2099609375,1447.800048828125,1458.0400390625,1436.5899658203125,807900000.0,1437.2099609375
2000-05-19,^GSPC,1406.949951171875,1437.2099609375,1437.2099609375,1401.739990234375,853700000.0,1406.949951171875
2000-05-22,^GSPC,1400.719970703125,1406.949951171875,1410.550048828125,1368.72998046875,869000000.0,1400.719970703125
2000-05-23,^GSPC,1373.8599853515625,1400.719970703125,1403.77001953125,1373.4300537109375,869900000.0,1373.8599853515625
2000-05-24,^GSPC,1399.050048828125,1373.8599853515625,1401.75,1361.0899658203125,1152300000.0,1399.050048828125
2000-05-25,^GSPC,1381.52001953125,1399.050048828125,1411.6500244140625,1373.9300537109375,984500000.0,1381.52001953125
2000-05-26,^GSPC,1378.02001953125,1381.52001953125,1391.4200439453125,1369.75,722600000.0,1378.02001953125
2000-05-29,,1400.2349853515625,,,,,
2000-05-30,^GSPC,1422.449951171875,1378.02001953125,1422.449951171875,1378.02001953125,844200000.0,1422.449951171875
2000-05-31,^GSPC,1420.5999755859375,1422.43994140625,1434.489990234375,1415.5,960500000.0,1420.5999755859375
2000-06-01,^GSPC,1448.81005859375,1420.5999755859375,1448.81005859375,1420.5999755859375,960100000.0,1448.81005859375
2000-06-02,^GSPC,1477.260009765625,1448.81005859375,1483.22998046875,1448.81005859375,1162400000.0,1477.260009765625
2000-06-05,^GSPC,1467.6300048828125,1477.260009765625,1477.280029296875,1464.6800537109375,838600000.0,1467.6300048828125
2000-06-06,^GSPC,1457.8399658203125,1467.6300048828125,1471.3599853515625,1454.739990234375,950100000.0,1457.8399658203125
2000-06-07,^GSPC,1471.3599853515625,1457.8399658203125,1474.6400146484375,1455.06005859375,854600000.0,1471.3599853515625
2000-06-08,^GSPC,1461.6700439453125,1471.3599853515625,1475.6500244140625,1456.489990234375,854300000.0,1461.6700439453125
2000-06-09,^GSPC,1456.949951171875,1461.6700439453125,1472.6700439453125,1454.9599609375,786000000.0,1456.949951171875
2000-06-12,^GSPC,1446.0,1456.949951171875,1462.9300537109375,1445.989990234375,774100000.0,1446.0
2000-06-13,^GSPC,1469.43994140625,1446.0,1470.4200439453125,1442.3800048828125,935900000.0,1469.43994140625
2000-06-14,^GSPC,1470.5400390625,1469.43994140625,1483.6199951171875,1467.7099609375,929700000.0,1470.5400390625
2000-06-15,^GSPC,1478.72998046875,1470.5400390625,1482.0400390625,1464.6199951171875,1011400000.0,1478.72998046875
2000-06-16,^GSPC,1464.4599609375,1478.72998046875,1480.77001953125,1460.4200439453125,1250800000.0,1464.4599609375
2000-06-19,^GSPC,1486.0,1464.4599609375,1488.9300537109375,1459.050048828125,921700000.0,1486.0
2000-06-20,^GSPC,1475.949951171875,1486.0,1487.3199462890625,1470.1800537109375,1031500000.0,1475.949951171875
2000-06-21,^GSPC,1479.1300048828125,1475.949951171875,1482.18994140625,1468.0,1009600000.0,1479.1300048828125
2000-06-22,^GSPC,1452.1800537109375,1479.1300048828125,1479.1300048828125,1448.030029296875,1022700000.0,1452.1800537109375
2000-06-23,^GSPC,1441.47998046875,1452.1800537109375,1459.93994140625,1438.31005859375,847600000.0,1441.47998046875
2000-06-26,^GSPC,1455.31005859375,1441.47998046875,1459.6600341796875,1441.47998046875,889000000.0,1455.31005859375
2000-06-27,^GSPC,1450.550048828125,1455.31005859375,1463.3499755859375,1450.550048828125,1042500000.0,1450.550048828125
2000-06-28,^GSPC,1454.8199462890625,1450.550048828125,1467.6300048828125,1450.550048828125,1095100000.0,1454.8199462890625
2000-06-29,^GSPC,1442.3900146484375,1454.8199462890625,1455.1400146484375,1434.6300048828125,1110900000.0,1442.3900146484375
2000-06-30,^GSPC,1454.5999755859375,1442.3900146484375,1454.6800537109375,1438.7099609375,1459700000.0,1454.5999755859375
2000-07-03,^GSPC,1469.5400390625,1454.5999755859375,1469.5799560546875,1450.8499755859375,451900000.0,1469.5400390625
2000-07-04,,1457.885009765625,,,,,
2000-07-05,^GSPC,1446.22998046875,1469.5400390625,1469.5400390625,1442.449951171875,1019300000.0,1446.22998046875
2000-07-06,^GSPC,1456.6700439453125,1446.22998046875,1461.6500244140625,1439.56005859375,947300000.0,1456.6700439453125
2000-07-07,^GSPC,1478.9000244140625,1456.6700439453125,1484.1199951171875,1456.6700439453125,931700000.0,1478.9000244140625
2000-07-10,^GSPC,1475.6199951171875,1478.9000244140625,1486.56005859375,1474.760009765625,838700000.0,1475.6199951171875
2000-07-11,^GSPC,1480.8800048828125,1475.6199951171875,1488.77001953125,1470.47998046875,980500000.0,1480.8800048828125
2000-07-12,^GSPC,1492.9200439453125,1480.8800048828125,1497.68994140625,1480.8800048828125,1001200000.0,1492.9200439453125
2000-07-13,^GSPC,1495.8399658203125,1492.9200439453125,1501.3900146484375,1489.6500244140625,1026800000.0,1495.8399658203125
2000-07-14,^GSPC,1509.97998046875,1495.8399658203125,1509.989990234375,1494.56005859375,960600000.0,1509.97998046875
2000-07-17,^GSPC,1510.489990234375,1509.97998046875,1517.3199462890625,1505.260009765625,906000000.0,1510.489990234375
2000-07-18,^GSPC,1493.739990234375,1510.489990234375,1510.489990234375,1491.3499755859375,908300000.0,1493.739990234375
2000-07-19,^GSPC,1481.9599609375,1493.739990234375,1495.6300048828125,1479.9200439453125,909400000.0,1481.9599609375
2000-07-20,^GSPC,1495.5699462890625,1481.9599609375,1501.9200439453125,1481.9599609375,1064600000.0,1495.5699462890625
2000-07-21,^GSPC,1480.18994140625,1495.5699462890625,1495.5699462890625,1477.9100341796875,968300000.0,1480.18994140625
2000-07-24,^GSPC,1464.2900390625,1480.18994140625,1485.8800048828125,1463.800048828125,880300000.0,1464.2900390625
2000-07-25,^GSPC,1474.469970703125,1464.2900390625,1476.22998046875,1464.2900390625,969400000.0,1474.469970703125
2000-07-26,^GSPC,1452.4200439453125,1474.469970703125,1474.469970703125,1452.4200439453125,1235800000.0,1452.4200439453125
2000-07-27,^GSPC,1449.6199951171875,1452.4200439453125,1464.9100341796875,1445.3299560546875,1156400000.0,1449.6199951171875
2000-07-28,^GSPC,1419.8900146484375,1449.6199951171875,1456.6800537109375,1413.8900146484375,980000000.0,1419.8900146484375
2000-07-31,^GSPC,1430.8299560546875,1419.8900146484375,1437.6500244140625,1418.7099609375,952600000.0,1430.8299560546875
2000-08-01,^GSPC,1438.0999755859375,1430.8299560546875,1443.5400390625,1428.9599609375,938700000.0,1438.0999755859375
2000-08-02,^GSPC,1438.699951171875,1438.0999755859375,1451.5899658203125,1433.489990234375,994500000.0,1438.699951171875
2000-08-03,^GSPC,1452.56005859375,1438.699951171875,1454.18994140625,1425.4300537109375,1095600000.0,1452.56005859375
2000-08-04,^GSPC,1462.9300537109375,1452.56005859375,1462.9300537109375,1451.31005859375,956000000.0,1462.9300537109375
2000-08-07,^GSPC,1479.3199462890625,1462.9300537109375,1480.800048828125,1460.719970703125,854800000.0,1479.3199462890625
2000-08-08,^GSPC,1482.800048828125,1479.3199462890625,1484.52001953125,1472.6099853515625,992200000.0,1482.800048828125
2000-08-09,^GSPC,1472.8699951171875,1482.800048828125,1490.3299560546875,1471.1600341796875,1054000000.0,1472.8699951171875
2000-08-10,^GSPC,1460.25,1472.8699951171875,1475.1500244140625,1459.8900146484375,940800000.0,1460.25
2000-08-11,^GSPC,1471.8399658203125,1460.25,1475.719970703125,1453.06005859375,835500000.0,1471.8399658203125
2000-08-14,^GSPC,1491.56005859375,1471.8399658203125,1491.6400146484375,1468.56005859375,783800000.0,1491.56005859375
2000-08-15,^GSPC,1484.4300537109375,1491.56005859375,1493.1199951171875,1482.739990234375,895900000.0,1484.4300537109375
2000-08-16,^GSPC,1479.8499755859375,1484.4300537109375,1496.0899658203125,1475.739990234375,929800000.0,1479.8499755859375
2000-08-17,^GSPC,1496.0699462890625,1479.8499755859375,1499.3199462890625,1479.8499755859375,922400000.0,1496.0699462890625
2000-08-18,^GSPC,1491.719970703125,1496.0699462890625,1499.469970703125,1488.989990234375,821400000.0,1491.719970703125
2000-08-21,^GSPC,1499.47998046875,1491.719970703125,1502.8399658203125,1491.1300048828125,731600000.0,1499.47998046875
2000-08-22,^GSPC,1498.1300048828125,1499.47998046875,1508.449951171875,1497.4200439453125,818800000.0,1498.1300048828125
2000-08-23,^GSPC,1505.969970703125,1498.1300048828125,1507.199951171875,1489.52001953125,871000000.0,1505.969970703125
2000-08-24,^GSPC,1508.31005859375,1505.969970703125,1511.1600341796875,1501.25,837100000.0,1508.31005859375
2000-08-25,^GSPC,1506.449951171875,1508.31005859375,1513.469970703125,1505.0899658203125,685600000.0,1506.449951171875
2000-08-28,^GSPC,1514.0899658203125,1506.449951171875,1523.949951171875,1506.449951171875,733600000.0,1514.0899658203125
2000-08-29,^GSPC,1509.8399658203125,1514.0899658203125,1514.81005859375,1505.4599609375,795600000.0,1509.8399658203125
2000-08-30,^GSPC,1502.5899658203125,1509.8399658203125,1510.489990234375,1500.0899658203125,818400000.0,1502.5899658203125
2000-08-31,^GSPC,1517.6800537109375,1502.5899658203125,1525.2099609375,1502.5899658203125,1056600000.0,1517.6800537109375
2000-09-01,^GSPC,1520.77001953125,1517.6800537109375,1530.0899658203125,1515.530029296875,767700000.0,1520.77001953125
2000-09-04,,1513.9249877929688,,,,,
2000-09-05,^GSPC,1507.0799560546875,1520.77001953125,1520.77001953125,1504.2099609375,838500000.0,1507.0799560546875
2000-09-06,^GSPC,1492.25,1507.0799560546875,1512.6099853515625,1492.1199951171875,995100000.0,1492.25
2000-09-07,^GSPC,1502.510009765625,1492.25,1505.3399658203125,1492.25,985500000.0,1502.510009765625
2000-09-08,^GSPC,1494.5,1502.510009765625,1502.510009765625,1489.8800048828125,961000000.0,1494.5
2000-09-11,^GSPC,1489.260009765625,1494.5,1506.760009765625,1483.010009765625,899300000.0,1489.260009765625
2000-09-12,^GSPC,1481.989990234375,1489.260009765625,1496.9300537109375,1479.6700439453125,991200000.0,1481.989990234375
2000-09-13,^GSPC,1484.9100341796875,1481.989990234375,1487.449951171875,1473.6099853515625,1068300000.0,1484.9100341796875
2000-09-14,^GSPC,1480.8699951171875,1484.9100341796875,1494.1600341796875,1476.72998046875,1014000000.0,1480.8699951171875
2000-09-15,^GSPC,1465.81005859375,1480.8699951171875,1480.9599609375,1460.219970703125,1268400000.0,1465.81005859375
2000-09-18,^GSPC,1444.510009765625,1465.81005859375,1467.77001953125,1441.9200439453125,962500000.0,1444.510009765625
2000-09-19,^GSPC,1459.9000244140625,1444.510009765625,1461.1600341796875,1444.510009765625,1024900000.0,1459.9000244140625
2000-09-20,^GSPC,1451.3399658203125,1459.9000244140625,1460.489990234375,1430.949951171875,1104000000.0,1451.3399658203125
2000-09-21,^GSPC,1449.050048828125,1451.3399658203125,1452.77001953125,1436.300048828125,1105400000.0,1449.050048828125
2000-09-22,^GSPC,1448.719970703125,1449.050048828125,1449.050048828125,1421.8800048828125,1185500000.0,1448.719970703125
2000-09-25,^GSPC,1439.030029296875,1448.719970703125,1457.4200439453125,1435.9300537109375,982400000.0,1439.030029296875
2000-09-26,^GSPC,1427.2099609375,1439.030029296875,1448.0400390625,1425.25,1106600000.0,1427.2099609375
2000-09-27,^GSPC,1426.5699462890625,1427.2099609375,1437.219970703125,1419.43994140625,1174700000.0,1426.5699462890625
2000-09-28,^GSPC,1458.2900390625,1426.5699462890625,1461.68994140625,1425.780029296875,1206200000.0,1458.2900390625
2000-09-29,^GSPC,1436.510009765625,1458.2900390625,1458.2900390625,1436.2900390625,1197100000.0,1436.510009765625
2000-10-02,^GSPC,1436.22998046875,1436.52001953125,1445.5999755859375,1429.8299560546875,1051200000.0,1436.22998046875
2000-10-03,^GSPC,1426.4599609375,1436.22998046875,1454.8199462890625,1425.280029296875,1098100000.0,1426.4599609375
2000-10-04,^GSPC,1434.3199462890625,1426.4599609375,1439.989990234375,1416.31005859375,1167400000.0,1434.3199462890625
2000-10-05,^GSPC,1436.280029296875,1434.3199462890625,1444.1700439453125,1431.800048828125,1176100000.0,1436.280029296875
2000-10-06,^GSPC,1408.989990234375,1436.280029296875,1443.300048828125,1397.06005859375,1150100000.0,1408.989990234375
2000-10-09,^GSPC,1402.030029296875,1408.989990234375,1409.68994140625,1392.47998046875,716600000.0,1402.030029296875
2000-10-10,^GSPC,1387.02001953125,1402.030029296875,1408.8299560546875,1383.8499755859375,1044000000.0,1387.02001953125
2000-10-11,^GSPC,1364.5899658203125,1387.02001953125,1387.02001953125,1349.6700439453125,1387500000.0,1364.5899658203125
2000-10-12,^GSPC,1329.780029296875,1364.5899658203125,1374.9300537109375,1328.06005859375,1388600000.0,1329.780029296875
2000-10-13,^GSPC,1374.1700439453125,1329.780029296875,1374.1700439453125,1327.0799560546875,1223900000.0,1374.1700439453125
2000-10-16,^GSPC,1374.6199951171875,1374.1700439453125,1379.47998046875,1365.06005859375,1005400000.0,1374.6199951171875
2000-10-17,^GSPC,1349.969970703125,1374.6199951171875,1380.989990234375,1342.3399658203125,1161500000.0,1349.969970703125
2000-10-18,^GSPC,1342.1300048828125,1349.969970703125,1356.6500244140625,1305.7900390625,1441700000.0,1342.1300048828125
2000-10-19,^GSPC,1388.760009765625,1342.1300048828125,1389.9300537109375,1342.1300048828125,1297900000.0,1388.760009765625
2000-10-20,^GSPC,1396.9300537109375,1388.760009765625,1408.469970703125,1382.18994140625,1177400000.0,1396.9300537109375
2000-10-23,^GSPC,1395.780029296875,1396.9300537109375,1406.9599609375,1387.75,1046800000.0,1395.780029296875
2000-10-24,^GSPC,1398.1300048828125,1395.780029296875,1415.6400146484375,1388.1300048828125,1158600000.0,1398.1300048828125
2000-10-25,^GSPC,1364.9000244140625,1398.1300048828125,1398.1300048828125,1362.2099609375,1315600000.0,1364.9000244140625
2000-10-26,^GSPC,1364.43994140625,1364.9000244140625,1372.719970703125,1337.81005859375,1303800000.0,1364.43994140625
2000-10-27,^GSPC,1379.5799560546875,1364.43994140625,1384.5699462890625,1364.1300048828125,1086300000.0,1379.5799560546875
2000-10-30,^GSPC,1398.6600341796875,1379.5799560546875,1406.3599853515625,1376.8599853515625,1186500000.0,1398.6600341796875
2000-10-31,^GSPC,1429.4000244140625,1398.6600341796875,1432.219970703125,1398.6600341796875,1366400000.0,1429.4000244140625
2000-11-01,^GSPC,1421.219970703125,1429.4000244140625,1429.5999755859375,1410.449951171875,1206800000.0,1421.219970703125
2000-11-02,^GSPC,1428.3199462890625,1421.219970703125,1433.4000244140625,1421.219970703125,1167700000.0,1428.3199462890625
2000-11-03,^GSPC,1426.68994140625,1428.3199462890625,1433.2099609375,1420.9200439453125,997700000.0,1426.68994140625
2000-11-06,^GSPC,1432.18994140625,1428.760009765625,1438.4599609375,1427.719970703125,930900000.0,1432.18994140625
2000-11-07,^GSPC,1431.8699951171875,1432.18994140625,1436.219970703125,1423.260009765625,880900000.0,1431.8699951171875
2000-11-08,^GSPC,1409.280029296875,1431.8699951171875,1437.280029296875,1408.780029296875,909300000.0,1409.280029296875
2000-11-09,^GSPC,1400.1400146484375,1409.280029296875,1409.280029296875,1369.6800537109375,1111000000.0,1400.1400146484375
2000-11-10,^GSPC,1365.97998046875,1400.1400146484375,1400.1400146484375,1365.969970703125,962500000.0,1365.97998046875
2000-11-13,^GSPC,1351.260009765625,1365.97998046875,1365.97998046875,1328.6199951171875,1129300000.0,1351.260009765625
2000-11-14,^GSPC,1382.949951171875,1351.260009765625,1390.06005859375,1351.260009765625,1118800000.0,1382.949951171875
2000-11-15,^GSPC,1389.81005859375,1382.949951171875,1395.9599609375,1374.75,1066800000.0,1389.81005859375
2000-11-16,^GSPC,1372.3199462890625,1389.81005859375,1394.760009765625,1370.3900146484375,956300000.0,1372.3199462890625
2000-11-17,^GSPC,1367.719970703125,1372.3199462890625,1384.8499755859375,1355.550048828125,1070400000.0,1367.719970703125
2000-11-20,^GSPC,1342.6199951171875,1367.719970703125,1367.719970703125,1341.6700439453125,955800000.0,1342.6199951171875
